ID,Species,Group,Group_As_On_Fig2,Source,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6
T234,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02183,0.0125665,-0.00128287,0.00737275,-0.00422462,0.00910591,0.00382072
T242,Z. mays,Sweet corn,Other,Qiu et al. 2021,0.03551,0.00206772,-0.0162127,0.0052659,-0.00498609,0.00652104,-0.058926
T8,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.02778,0.0107554,-0.00864673,0.00785274,-0.00745407,0.00311221,0.00597744
T9,Z. mays,Sweet corn,Other,This Study,0.02646,-0.00153869,-0.0211804,0.0135848,-0.00564765,-0.0040518,-0.111558
TIL01,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01937,-0.02664,0.020365,0.0151399,-0.00261567,0.00970053,-0.00386908
TIL02,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01,-0.0141643,0.0369992,0.0169372,0.00947472,-0.000110214,0.00173697
TIL03,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.0133,-0.0180445,0.0209859,0.0160534,-0.00337861,0.0123914,-0.0024989
TIL05,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.0156,-0.0263799,0.018111,0.0187422,0.00555641,0.00525536,0.000723571
TIL06,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.02019,-0.0333247,0.0232334,0.0124549,0.0130221,0.000505345,0.00112837
TIL07,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01294,-0.0279434,0.0179497,0.0167217,0.000560182,0.0105585,-0.00456655
TIL08,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01638,-0.0511669,0.0156327,0.00804894,0.0369287,-0.0140589,0.0116487
TIL09,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.02155,-0.0315951,0.0115772,0.0181921,0.00121614,0.0119423,-0.00855044
TIL10,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.0238,-0.0308105,0.0134794,0.0171487,0.00860268,0.00709203,0.00092312
TIL11,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01125,-0.0237715,0.0177455,0.0181019,-0.00406549,0.0125822,-0.00588051
TIL12,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01099,-0.0385219,0.018072,0.0138164,0.0171262,-0.000463459,0.00471074
TIL14,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01477,-0.024124,0.0176787,0.0154553,-0.00542123,0.0127853,-0.0033218
TIL15,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.0256,-0.0419138,0.0106302,0.0124161,0.0131453,0.00195346,-0.00194422
TIL16,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01151,-0.0324102,0.020699,0.0120873,0.00976747,0.00148754,0.00140143
TIL17,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.01171,-0.0274941,0.0171179,0.0187344,0.00932534,0.00630811,-0.00181188
TIL25,Z. parviglumis,Z. parviglumis,Z. parviglumis,Chia et al. 2012,0.02238,-0.0575814,0.00823021,0.00790789,0.0349641,-0.0124311,0.00274927
TZU-CHIAO-HSI-WU_105,Z. mays,Mixed,Other,Qiu et al. 2021,0.10655,0.00331347,-0.0184573,0.0179937,-0.00905404,0.0150227,0.0106029
Tai184,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.27128,0.0150517,-0.0152082,-0.00423544,-0.0155242,-0.0494986,0.0173112
Tangsipingtou,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02761,0.00373301,-0.0219094,0.0274858,-0.0107173,0.0242789,0.0122659
Teosinte,Z. parviglumis,Z. parviglumis,Z. parviglumis,Unterseer et al. 2014,0.1936,-0.049264,0.00729131,0.00995643,0.0146733,0.000408489,-0.00303949
Tian4,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02434,0.0023024,-0.021969,0.0349228,-0.0127453,0.024543,0.0160648
Tie7922,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01648,0.0181722,0.0385714,0.00529354,-0.00242509,-0.0246012,0.0181818
Tr,Z. mays,SS,SS,This Study,0.02094,0.0153461,0.00124029,-0.0025552,0.00163332,0.00508708,0.00598726
Tx303,Z. mays,Mixed,Other,Bukowski et al. 2018,0.0248,0.00761466,-0.00981228,0.0199761,-0.00709075,0.0179861,0.0236541
Tx601,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02066,0.00450927,-0.00571076,0.0288074,-0.00850115,0.0268965,0.036235
Tzi10,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.04342,0.00277437,-0.00503671,0.0298217,-0.00790332,0.0229045,0.0353484
Tzi11,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02445,0.0055204,-0.00226304,0.0268662,-0.00791849,0.0215404,0.0306445
Tzi16,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02473,0.00894832,0.000687829,0.0158668,-0.00465424,0.0176358,0.0268755
Tzi18,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02173,0.00482731,0.000372829,0.0308956,-0.00888024,0.0237693,0.0381896
Tzi25,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02496,0.00810198,0.0121539,0.0221965,-0.00322223,0.0155812,0.0295131
Tzi8,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02887,0.00538766,-8.77069e-05,0.0303837,-0.00695395,0.0227899,0.0383454
Tzi9,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02241,0.00332095,-0.00721539,0.0241848,-0.0048218,0.0259508,0.0383503
U267Y,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02351,0.00663807,-0.00504748,0.018881,-0.00477519,0.012208,0.00889316
UH-FF0721H,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0316,-0.00294028,-0.0191357,0.015208,-0.0097207,-0.00131834,-0.111728
UH006,Z. mays,NA,Europe,Unterseer et al. 2014,0.02549,9.88239e-05,-0.0152732,0.0238063,-0.0065947,0.00648029,-0.0845197
UH007,Z. mays,NA,Europe,Unterseer et al. 2014,0.02667,-0.000211388,-0.0167694,0.0230442,-0.00742291,0.00456367,-0.0880847
UH009,Z. mays,NA,Europe,Unterseer et al. 2014,0.06569,0.00153656,-0.015001,0.0240476,-0.00973398,0.00254698,-0.0643644
UH250,Z. mays,SS,Europe,Unterseer et al. 2014,0.07676,0.015207,0.0109284,0.000813826,0.00012818,-0.0035327,-0.00447181
UH304,Z. mays,SS,Europe,Unterseer et al. 2014,0.05199,0.0190582,-0.00549634,-0.0578738,0.0393965,0.0546905,0.00794496
U_123,Z. mays,Sweet corn,Other,This Study,0.02415,0.002739,-0.0177811,0.00733276,-0.00575765,-0.00471557,-0.0740202
Va102,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03044,0.00909267,-0.0197054,0.000987138,-0.0129569,-0.0193471,0.00850063
Va14,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00983,0.0134456,0.00881674,0.00338702,-0.00085021,-0.00372265,0.000694637
Va17,Z. mays,Mixed,Other,Qiu et al. 2021,0.03173,0.0120688,-0.0176954,-0.0062845,-0.00426916,-0.00335883,0.00330196
Va22,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02055,0.0141575,-0.00538281,0.00526909,-0.00877988,-0.00712943,0.0179457
Va26,Z. mays,NSS,NSS,Qiu et al. 2021,0.03063,0.0120478,-0.0153325,-0.00862837,-0.00655021,-0.0255354,-0.0155143
Va35,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03035,0.00957954,-0.0234977,-0.000749774,-0.0136541,-0.0213546,0.00686767
Va38,Z. mays,Mixed,Other,This Study,0.02414,0.0107353,-0.0160625,0.00623737,-0.00925668,-0.00494156,0.00851554
Va52,Z. mays,Mixed,Other,This Study,0.02179,0.0143755,-0.0195128,-0.0052613,-0.00902887,-0.0224884,0.000801456
Va59,Z. mays,Popcorn,Other,Qiu et al. 2021,0.02957,0.0111987,-0.0275415,-0.00356969,-0.0187716,-0.0406953,0.0212155
Va85,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02117,0.0114247,-0.00384303,0.00362251,-0.00451859,-0.00843449,-0.0136007
Va99,Z. mays,Mixed,Other,Qiu et al. 2021,0.02792,0.012496,-0.0067579,-0.0120801,0.00140246,-0.00959663,-0.0238133
VaW6,Z. mays,Mixed,Other,Qiu et al. 2021,0.03052,0.00894342,-0.0144009,-0.00216352,-0.00346857,-0.00655039,0.00787978
Ven453,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02943,0.000492512,-0.0134237,0.0363093,-0.0103043,0.0330071,0.0352672
Ven568,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03059,-0.00260976,-0.0134164,0.0430808,-0.0124219,0.0382759,0.0288725
W117,Z. mays,NSS,NSS,Unterseer et al. 2014,0.0248,0.00989547,-0.00556928,0.00816788,-0.00614087,-0.00368774,-0.00535338
W117HT,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.0302,0.00737084,-0.0131932,0.00307879,-0.00684014,-0.00563763,-0.00794725
W153R,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02992,0.00970768,-0.0180539,-0.00411623,-0.00501433,-0.00344763,-0.00739421
W182B,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02521,0.0133789,0.00576251,0.00388444,-0.00503359,-0.00618314,-0.0138729
W182BN,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.00604,0.0165029,0.0191803,0.00681484,-0.00224642,-0.00801968,-0.00835972
W182E,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03018,0.0113014,-0.0138509,-0.00489784,-0.00470813,-0.00278381,-0.0132744
W182Ngt,Z. mays,NSS,NSS,Qiu et al. 2021,0.02728,0.0118959,-0.00476202,8.99589e-05,-0.00569459,-0.00855835,-0.0201038
W22,Z. mays,NSS,NSS,Qiu et al. 2021,0.02853,0.013003,-0.010419,-0.00395675,-0.00556792,-0.0063034,-0.0091852
W23,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02931,0.00932691,-0.0127779,0.00339225,-0.00645436,0.00377779,-0.0128896
W24,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03099,0.0136345,-0.00809904,-0.0170765,0.00408701,0.00637695,0.000246792
W32,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03,0.00991635,-0.0139933,-0.00354792,-0.00451112,-4.22394e-05,-0.0162678
W37A,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03008,0.00853466,-0.0132098,-0.00415838,-0.00166538,-0.00531437,-0.034928
W552,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03106,0.0102994,-0.0199602,-0.00731518,-0.00638891,-0.00903267,0.000548106
W601S,Z. mays,NSS,NSS,This Study,0.02112,0.0114838,-0.0234825,-0.00105597,-0.0150833,-0.0436785,0.0223196
W602S,Z. mays,Mixed,Other,Qiu et al. 2021,0.02882,0.0092402,-0.0198371,-0.00742887,-0.0108224,-0.0299106,0.0100318
W603S,Z. mays,Mixed,Other,Qiu et al. 2021,0.03178,0.0112254,-0.0300709,-0.0117125,-0.0180854,-0.0478776,0.00263328
W604S,Z. mays,NSS,NSS,Qiu et al. 2021,0.02778,0.0114516,-0.0198904,-0.00427367,-0.0134715,-0.0326629,0.00843343
W605S,Z. mays,NSS,NSS,Qiu et al. 2021,0.03108,0.0118144,-0.0257681,-0.00302195,-0.0186358,-0.0413418,0.0217558
W606S,Z. mays,NSS,NSS,Qiu et al. 2021,0.0291,0.013693,-0.0190784,-0.0227066,-0.00489521,-0.0232881,0.0161627
W607S,Z. mays,NSS,NSS,Qiu et al. 2021,0.0298,0.0168013,-0.0210728,-0.0567938,0.0235061,0.022968,0.0160176
W610S,Z. mays,Mixed,Other,Qiu et al. 2021,0.01798,0.0154231,0.055232,0.00906196,0.00703791,-0.0130819,-0.00868188
W611S,Z. mays,Mixed,Other,Qiu et al. 2021,0.24087,0.0124695,-0.0322576,-0.0145079,-0.0220074,-0.063127,0.0306018
W612S,Z. mays,NSS,NSS,Qiu et al. 2021,0.02904,0.0102388,-0.0218037,-0.00420007,-0.0165349,-0.0369976,0.0109022
W613S,Z. mays,NSS,NSS,Qiu et al. 2021,0.03125,0.00966158,-0.0235202,-0.00733611,-0.0145012,-0.0334889,0.00860701
W614S,Z. mays,NSS,NSS,Qiu et al. 2021,0.03045,0.00944308,-0.0217933,-0.00414918,-0.0146298,-0.0291647,0.00266993
W64A,Z. mays,NSS,NSS,Qiu et al. 2021,0.03011,0.0148497,-0.0178623,-0.0156255,-0.00335341,-0.0122978,0.0147785
W701BC,Z. mays,NSS,NSS,Qiu et al. 2021,0.04091,0.00656083,-0.0162157,0.00554062,-0.00789044,0.00166189,-0.0285648
W703,Z. mays,Mixed,Other,This Study,0.02363,0.00729244,-0.00839197,0.00674333,-0.0048312,-0.00177165,-0.0373591
W802G,Z. mays,Mixed,Other,This Study,0.02095,0.00999938,-0.00826839,0.00768188,-0.0102414,-0.013391,0.000724724
W803G,Z. mays,Tropical,Tropical,Qiu et al. 2021,0.02812,0.0076465,-0.00850768,0.00854279,-0.00884619,-0.00540891,0.02251
W809G,Z. mays,SS,SS,Qiu et al. 2021,0.01189,0.0135425,0.0651347,0.0169286,0.00410663,-0.00719551,0.00586587
W810G,Z. mays,Mixed,Other,Qiu et al. 2021,0.24213,0.0128379,-0.0202956,-0.0164755,-0.00136719,-0.00922769,0.0072719
W811G,Z. mays,SS,SS,Qiu et al. 2021,0.02102,0.0131383,0.0526536,0.0151591,0.0051584,-0.00735527,0.00405606
W812G,Z. mays,SS,SS,Qiu et al. 2021,0.01793,0.0156198,0.0393138,-0.00752712,0.0152857,0.00576495,0.00568247
W813G,Z. mays,SS,SS,Qiu et al. 2021,0.02368,0.0148566,0.0457621,0.00633094,0.00764299,-0.0052049,-0.0134449
W814G,Z. mays,Mixed,Other,Qiu et al. 2021,0.0295,0.0133031,-0.00238018,-0.0125003,0.0025063,0.00378772,-0.00163601
W815G,Z. mays,Mixed,Other,Qiu et al. 2021,0.03299,0.0126638,-0.0202256,-0.013512,-0.00171822,-0.00360705,0.0194664
W816G,Z. mays,Mixed,Other,This Study,0.02148,0.0155548,-0.0208249,-0.0187559,-0.0039753,-0.0205702,0.0209899
W817G,Z. mays,NSS,NSS,Qiu et al. 2021,0.02952,0.0134929,-0.0185374,-0.01425,-0.00518402,-0.0129986,0.0185908
W818G,Z. mays,Mixed,Other,This Study,0.01584,0.0154724,0.0457113,0.0119802,0.00692854,-0.00177457,0.0116358
W819G,Z. mays,SS,SS,Qiu et al. 2021,0.02645,0.0164818,0.0659084,0.0119601,0.0073471,-0.00844806,0.0114977
W820G,Z. mays,SS,SS,Qiu et al. 2021,0.02099,0.0122215,0.0410678,0.0158005,0.00394812,0.00121739,0.0122143
W821G,Z. mays,NSS,NSS,Qiu et al. 2021,0.03187,0.0139482,-0.0203488,-0.0227376,-0.00583625,-0.02467,0.0166498
W8304,Z. mays,SS,SS,Qiu et al. 2021,0.10065,0.0179566,0.0726303,0.00939599,0.00625117,-0.0141548,0.0132523
W8555,Z. mays,SS,SS,Bukowski et al. 2018,0.00264,0.0201548,0.083912,0.0126815,0.00827483,-0.0117983,0.0109903
W9,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.0387,0.00908177,-0.0127143,0.0052023,-0.00602658,0.00582378,-0.0114101
WIL500,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.00472,0.0120743,0.0248012,0.0241664,-0.000104452,0.0105327,0.0061601
WIL900,Z. mays,NSS,NSS,Qiu et al. 2021,0.03556,0.0128566,-0.0384136,-0.0152447,-0.0284564,-0.080779,0.0546387
WIL901,Z. mays,NSS,NSS,Qiu et al. 2021,0.03308,0.0117754,-0.0383081,-0.0143433,-0.0282888,-0.0790903,0.0526102
WIL903,Z. mays,NSS,NSS,Qiu et al. 2021,0.03432,0.0122816,-0.0361921,-0.0176735,-0.0259801,-0.0757036,0.0567595
WIL_1,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01813,0.0189389,0.0520014,0.00124679,0.0101229,-0.0273685,-0.0171003
WIL_10,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02835,-0.0016268,-0.0248236,0.0208338,-0.00955027,-0.00263588,-0.0742091
WIL_11,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.01983,0.0140086,0.0206682,0.00806927,-0.00202301,-0.0146971,0.0271277
WIL_12,Z. mays,IDT,Huangzaosi (China),Wang et al. 2020,0.02449,0.0191836,-0.010688,-0.0731494,0.0483201,0.0607209,0.00268907
WIL_13,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.03259,0.0170175,-0.0100824,-0.0104797,-0.00914415,-0.0462059,0.00973534
WIL_14,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01968,0.0131526,0.033096,0.0100536,0.00622306,-0.000717919,0.00306268
WIL_15,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02847,0.0160895,-0.0333159,-0.0272762,-0.0129116,-0.055634,0.0235129
WIL_16,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.01917,0.0108102,0.0351917,0.0198908,-2.96742e-05,-0.00160961,0.0122238
WIL_17,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02538,0.0144301,-0.010292,-0.000907884,-0.0139847,-0.0381451,0.0179803
WIL_18,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.03032,0.00552874,-0.0181827,0.0263207,-0.0131253,0.00685335,0.00387781
WIL_19,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.04907,0.0183223,0.00947549,-0.0277647,0.0173587,0.00324799,-0.00398248
WIL_2,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01934,0.0185277,0.0477044,0.000141221,0.0104168,-0.0258314,-0.0171148
WIL_20,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.03152,0.00914379,-0.0234041,0.0125287,-0.0156438,-0.0136469,0.0163303
WIL_21,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.0233,0.0126246,-0.0265726,-0.0139903,-0.00625519,-0.0214471,0.0143637
WIL_22,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02065,0.0127595,0.00954364,0.00876967,-0.000508928,-0.0020237,0.0290817
WIL_23,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.02103,0.0129133,0.0325351,0.009601,0.00619421,-0.000855455,0.00277905
WIL_24,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02211,0.0177657,-0.0234389,-0.0360917,0.00628919,-0.0117384,0.0079322
WIL_25,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01626,0.0186161,0.0532066,0.00305508,0.0119585,-0.0192902,-0.0186582
WIL_26,Z. mays,IDT,Huangzaosi (China),Wang et al. 2020,0.02632,0.0192546,-0.0192671,-0.0662658,0.034305,0.0390473,0.0210305
WIL_27,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01334,0.016387,0.0654014,0.016073,0.00724601,-0.0071908,0.00732522
WIL_28,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02498,0.0169727,-0.0174743,-0.0228404,0.00139412,-0.0120409,0.016443
WIL_3,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02588,0.0163905,-0.0210247,-0.0367821,0.0137322,0.0140284,0.000638733
WIL_4,Z. mays,IDT,Huangzaosi (China),Wang et al. 2020,0.026,0.018311,-0.011646,-0.0580604,0.0340249,0.0432691,0.00390022
WIL_5,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.03004,-0.000862334,-0.0203889,0.0238695,-0.0100927,0.0114203,-0.0681926
WIL_6,Z. mays,IDT,Huangzaosi (China),Wang et al. 2020,0.02559,0.0189093,-0.0195563,-0.0664876,0.0356373,0.0398359,0.00566627
WIL_7,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02344,0.0151077,-0.00500901,8.91426e-05,-0.0103709,-0.0236738,0.0304614
WIL_8,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02649,0.0162429,-0.0215389,-0.0373498,0.0137035,0.014043,0.000324281
WIL_9,Z. mays,IDT,Huangzaosi (China),Wang et al. 2020,0.02307,0.0186813,-0.0118603,-0.0736713,0.0481952,0.0637356,0.00391334
WJ,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03008,0.00872159,-0.0104763,0.00353323,-0.00547292,0.00860006,-0.0150851
WR3,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.06572,0.0100076,-0.0131294,-0.00595211,-0.00029835,0.00171548,-0.00708966
WU-TAN-TZAO,Z. mays,Mixed,Other,Qiu et al. 2021,0.03575,0.0084643,-0.0128533,0.00624335,-0.00475745,0.0085085,0.00198764
WXB6,Z. mays,Mixed,Other,Qiu et al. 2021,0.02997,0.0122848,-0.00475468,-0.0187057,0.00899532,0.0103172,-0.00532511
Weifeng322,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.0235,0.0079497,-0.0153597,0.0161082,-0.00914863,0.00977934,0.0108138
Wenhuang31413,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.15454,0.00502176,-0.0130047,0.0270419,-0.0087252,0.0153107,0.0250433
Wf9,Z. mays,Landrace,Other,Qiu et al. 2021,0.03079,0.0138515,-0.0164707,-0.012581,-0.00282551,-0.00643618,-0.00523761
Wu105,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02365,0.00725197,-0.0141537,0.0159816,-0.00522028,0.0151677,0.00253931
Wu109,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.01797,0.00575933,-0.0126813,0.0221281,-0.00604441,0.0161144,0.00543276
Xi14,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02583,0.0135961,-0.00654355,-0.00354716,-0.000571612,-0.00216155,-0.0164256
Xinaiguang10,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.0241,0.0135922,-0.00317882,0.00348883,-0.00398754,-0.00820122,0.0359056
Xu052,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02382,0.00840855,-0.0122429,0.0180286,-0.0098479,0.013364,0.00868405
Xun92_8,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02885,0.00270066,-0.0246117,0.0319275,-0.0143482,0.0186302,0.0111447
Y223,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02893,0.008354,-0.0197526,0.00763669,-0.0105247,-0.00788522,0.0133964
YANG,Z. mays,Tropical,Tropical,This Study,0.0242,-0.00105693,-0.0168064,0.0449111,-0.0115834,0.0360182,0.020647
YE-CHI-HUNG,Z. mays,Tropical,Tropical,This Study,0.03603,-0.00299288,-0.0184906,0.0466612,-0.0104586,0.0375779,0.0145301
YELLOW_3-4,Z. mays,Tropical,Tropical,This Study,0.02168,-0.00184431,-0.018686,0.0433585,-0.0116053,0.0333606,0.015543
YE_4,Z. mays,Tropical,Tropical,This Study,0.02553,0.000375408,-0.0262335,0.0427128,-0.0157062,0.0351829,0.0173815
YING-55,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03122,0.00931328,-0.0148685,-0.000639928,-0.00537338,0.00209203,-0.000670882
YONG28,Z. mays,Mixed,Other,This Study,0.02101,0.00730888,-0.0118308,0.0107617,-0.00296132,0.0115175,-0.00169193
YU796NS,Z. mays,Mixed,Other,This Study,0.02138,0.0110525,-0.0122971,0.00409215,-0.00945067,-0.0192643,0.00207641
Yan414,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02766,0.00601621,-0.0153862,0.0140344,-0.00741787,0.00833945,-0.00684332
Ye107,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.0258,0.0123406,-0.0070175,0.0050003,-0.00914324,-0.022045,0.00421453
Ye502,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02634,0.00383457,-0.0244274,0.0326322,-0.0146149,0.0197581,0.014451
Ye52106,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02713,0.00734897,-0.0104176,0.0107216,-0.0073295,-0.00825656,-0.00713044
Ye8001,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.03117,0.0111735,-0.0145734,0.000322849,-0.00531554,-0.00159302,-0.00372123
Ying64,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.05139,0.00764686,-0.0131161,0.0113088,-0.00398463,0.0129266,0.0120787
Yu796,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02452,0.0126361,0.0030007,0.00742669,-0.00853483,-0.0169537,0.00831219
Yu82,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.01935,0.012526,0.000307765,0.0151781,-0.0090667,0.00285118,0.0248259
Yuanqi123,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02446,0.00602617,-0.0202871,0.0187143,-0.0105427,0.00688667,0.00543526
Yuanwu02,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02537,0.00337957,-0.017321,0.0250142,-0.00884763,0.0199538,0.0103202
Z2_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.02319,0.0104985,0.0446411,0.0338554,-0.00306266,0.0188277,0.0270709
Z61_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.0157,0.00883714,0.047986,0.0304786,-0.00166001,0.0141708,0.0227406
Z64_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.05085,0.00966507,0.0334216,0.0399468,-0.00377116,0.0251776,0.0296614
Z65_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.00758,0.0140623,0.0614763,0.0274463,0.00197203,0.00725131,0.023338
Z66_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.07254,0.00508778,0.0224587,0.042775,-0.00638899,0.0316722,0.030206
Z67_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.0026,0.0186807,0.0826963,0.0222387,0.00801028,-0.00460349,0.0196927
Z6_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.07658,0.00733891,0.0268043,0.0381789,-0.00440999,0.0273067,0.0297029
ZK11M,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02081,0.0153523,0.00527589,0.00476903,-0.0117436,-0.0358759,0.0149703
ZK4M,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.0312,0.0111315,-0.0101437,0.0103548,-0.00778627,0.000371165,0.034124
ZS01250,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00609,0.0168353,0.020626,0.00428247,-0.00368941,-0.0150727,0.00363658
ZS1791,Z. mays,SS,SS,This Study,0.00755,0.0190949,0.0771603,0.00751466,0.0102809,-0.0190021,0.00420466
ZS365,Z. mays,Mixed,Other,Qiu et al. 2021,0.24497,0.0185759,0.0434097,-0.00978536,0.0142198,-0.00585149,-0.00497973
ZS635,Z. mays,Mixed,Other,Qiu et al. 2021,0.04509,0.0178406,0.0446524,-0.013806,0.0169403,-0.00618365,-0.00756992
ZaC546,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02692,0.0146143,-0.0221271,-0.00916504,-0.0170137,-0.0504839,0.0173968
