VCFname,Uniform_Name,Species,Subpopulation,Group,Source,CountryOfOrigin,HeteroticGroup,ImprovementEra,Latitude,Longitude,Notes,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,IsBugeater,ShortName
SD42,SD42,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02143,0.0142794,-0.0033728,-0.0015124,-0.00551978,-0.00419103,-0.000280733,-0.0305378,0.00439053,0.00136863,-0.00418814,yes,Nebraska
SD44,SD44,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03226,0.000416334,0.0385122,0.0029791,0.0122615,-0.00690221,0.00100596,-0.0125288,-0.00139111,0.0116265,0.0271745,yes,WiDivCore
SG_30A,SG30A,Z.mays,Popcorn,Other,This Study,NA,Popcorn,NA,NA,NA,NA,0.02145,0.00803246,-0.00572137,-0.00965282,-0.00779461,-0.0108358,0.00169187,-0.0312206,0.0175154,-0.00173847,0.0027171,yes,Nebraska
SNLP305,SNLP305,Z.mays,Landrace,Other,Brandenburg et al. 2017,Mexico,Tropical,Landrace,21.47,-98.89,NA,0.02889,-0.00905178,-0.0154803,-0.0528215,0.0339638,0.017388,0.0224667,0.0218268,-0.008869,0.00150918,-0.00250817,no,EU
SVINGP2A,SVINGP2A,Z.mays,Landrace,Other,Brandenburg et al. 2017,Saint Vincent,Tropical,Landrace,13.25,-61.22,NA,0.0299,-0.0096849,-0.0134871,-0.0505672,0.0259738,0.0109196,0.0184693,0.00835481,-0.020313,0.0040298,-0.0101028,no,EU
S_56,S56,Z.mays,Sweet corn,Other,This Study,Poland,NA,NA,NA,NA,NA,0.0258,0.00132583,-0.0102447,-0.0117949,-0.0196954,-0.018814,-0.00746635,-0.0607857,0.0600142,-0.0270044,-0.0258988,yes,Nebraska
Seagull_Seventeen,SEAGULLSEVENTEEN,Z.mays,NSS,NSS,Qiu et al. 2021,NA,NA,ExPVP,NA,NA,NA,0.03213,-0.0064175,0.0680964,-0.0094176,-0.103851,0.0249637,0.029205,0.135477,0.0412738,-0.0653559,-0.0840989,yes,WiDivCore
Sg_1533,SG1533,Z.mays,Popcorn,Other,Bukowski et al. 2018,USA,Popcorn,NA,NA,NA,NA,0.0313,-0.00588341,0.00371868,-0.036934,0.0217936,0.0174888,0.0139287,-0.008587,0.0440297,-0.00565112,0.0170625,yes,GB
Sg_18,SG18,Z.mays,Popcorn,Other,Bukowski et al. 2018,USA,Popcorn,NA,NA,NA,NA,0.03142,0.000625081,-0.00363619,-0.0271161,0.0211062,0.00980511,0.0105125,-0.00736549,0.0451268,-0.00804324,0.0148705,yes,GB
Shen137,SHEN137,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.0293,0.00375461,-0.00127246,-0.0151786,-0.016909,-0.0039215,0.00504678,0.00107498,-0.0593243,0.0152106,-0.0165457,no,CN
Shuang741,SHUANG741,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02418,0.0088053,-0.00791859,-0.0129429,-0.0197849,-0.0160664,0.000712559,-0.0344597,-0.0446683,0.0194289,-0.0087042,no,CN
Si273,SI273,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02744,0.0115758,0.000699354,-0.00749209,-0.0367191,-0.0121676,0.00771664,-0.0292805,-0.0462929,0.0265404,0.000523115,no,CN
Suwan1611,SUWAN1611,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.14937,0.0061528,-0.0128239,-0.017082,-0.00661583,-0.00718036,0.00548404,-0.00614741,-0.0334733,0.0141227,0.00446445,no,CN
T141,T141,Z.mays,Broad origin-public,Other,This Study,Romania,NA,NA,NA,NA,NA,0.04695,0.0251242,-0.013989,0.0171357,0.00499987,0.0141556,-0.0156508,-0.0202762,0.00253904,-0.0106114,-0.0278511,yes,Nebraska
T146,T146,Z.mays,Sweet corn,Other,This Study,Romania,NA,NA,NA,NA,NA,0.02432,0.00251786,-0.0198379,-0.0223431,-0.0099102,-0.0159281,0.00181561,-0.0296874,-0.00420348,-0.00724908,-0.0275632,yes,Nebraska
T232,T232,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02333,0.00513799,-0.00695073,-0.02264,0.0264855,0.026075,0.00872681,0.00893018,0.0123009,0.00161871,0.0109677,yes,GB
T234,T234,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02183,0.00325312,0.000358698,-0.0323164,0.0264538,0.0222143,0.0183128,0.0067272,0.0245306,0.00407314,0.0208389,yes,GB
T242,T242,Z.mays,Sweet corn,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03551,-0.0113461,0.0217207,-0.00982084,0.00324595,-0.000486461,-0.0140355,-0.0472726,0.0445666,-0.0183732,-0.00794876,yes,WiDivCore
T8,T8,Z.mays,Popcorn,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02778,-0.00095179,0.0070073,-0.0331731,0.0182884,0.0210881,0.01718,0.0095715,0.0169834,0.00225754,0.0152547,yes,GB
T9,T9,Z.mays,Sweet corn,Other,This Study,Romania,NA,NA,NA,NA,NA,0.02646,0.00210256,-0.00583494,-0.00470292,-0.0219536,-0.0178944,-0.0101629,-0.0685996,0.076333,-0.0310034,-0.022674,yes,Nebraska
TIL01,TIL01,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,19.6,-100.9,NA,0.01937,-0.0018562,-0.0390382,0.00219936,0.00200598,-0.00808402,0.000150807,0.013415,0.0190051,-0.0112249,0.0116285,no,HapMap2
TIL02,TIL02,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,NA,NA,NA,0.01,0.0272816,-0.045395,0.0158,-0.0079562,-0.0105432,-0.00179999,0.0164426,0.0134166,-0.00119385,0.0180098,no,HapMap2
TIL03,TIL03,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,19.6,-103.9,NA,0.0133,0.0167538,-0.0441374,0.00910223,-0.00555453,-0.0125602,0.000793731,0.0107509,0.0144477,-0.00739782,0.0137163,no,HapMap2
TIL05,TIL05,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,16.3,-97.1,NA,0.0156,0.0119953,-0.0450482,0.00808658,-0.0072456,-0.0145074,-0.00456489,0.0125397,0.0134899,-0.00667436,0.0139718,no,HapMap2
TIL06,TIL06,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,17.5,-99.5,NA,0.02019,0.00764123,-0.0454381,0.0138327,-0.0062219,-0.0145283,-0.00431944,0.0148267,0.0150425,-0.00403059,0.0139744,no,HapMap2
TIL07,TIL07,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,17.2,-99.5,NA,0.01294,0.0116125,-0.0458829,0.00966862,-0.0077525,-0.0157269,-0.00384529,0.00890883,0.0142026,-0.00909914,0.0123794,no,HapMap2
TIL08,TIL08,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,19,-99.1,Mexicana teosinte,0.01638,-0.0020647,-0.0447174,0.00964004,-0.00559263,-0.0211626,-0.0159649,0.0208296,0.0138395,-0.00438008,0.0178682,no,HapMap2
TIL09,TIL09,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,18.9,-100.2,NA,0.02155,0.00338952,-0.0432614,0.00447474,-0.00416374,-0.014891,-0.00334715,0.00856294,0.0129969,-0.011004,0.00890913,no,HapMap2
TIL10,TIL10,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,18.4,-99.9,NA,0.0238,0.00757991,-0.0447835,0.00580824,-0.00430508,-0.0157468,-0.00504678,0.0130725,0.0112005,-0.00653378,0.0119538,no,HapMap2
TIL11,TIL11,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,20.8,-104.4,NA,0.01125,0.00827968,-0.0421756,0.00493997,-0.00259434,-0.0111624,-0.000773275,0.0111384,0.0167332,-0.00940988,0.0119734,no,HapMap2
TIL12,TIL12,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,18.2,-99.3,NA,0.01099,0.0051856,-0.0437838,0.0099586,-0.00401554,-0.0158989,-0.00721366,0.0177708,0.0129766,-0.00404557,0.0153763,no,HapMap2
TIL14,TIL14,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,20.4,-103.2,NA,0.01477,0.0136845,-0.045462,0.01046,-0.00828504,-0.0156601,-0.00236141,0.00881384,0.0124709,-0.00779102,0.0122666,no,HapMap2
TIL15,TIL15,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,17.4,-99.5,NA,0.0256,-0.00618821,-0.0419319,0.00212914,-0.000864643,-0.0149872,-0.00903416,0.0148452,0.0184445,-0.00937054,0.0110757,no,HapMap2
TIL16,TIL16,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,17.4,-99.5,NA,0.01151,0.00630278,-0.0437721,0.00912778,-0.00389381,-0.0148837,-0.00680111,0.0153887,0.0159512,-0.00646513,0.0150292,no,HapMap2
TIL17,TIL17,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,18.4,-99.9,NA,0.01171,0.0114741,-0.0431669,0.00595489,-0.00435298,-0.014161,-0.00210611,0.013464,0.01217,-0.00572952,0.0141447,no,HapMap2
TIL25,TIL25,Z.parviglumis,Z.parviglumis,Z.parviglumis,Chia et al. 2012,Mexico,NA,WildRelative,20.5,-102.1,Mexicana teosinte,0.02238,-0.00868923,-0.0456491,0.0114033,-0.0131595,-0.0291884,-0.0188969,0.0103294,0.0090961,-0.00413036,0.00726319,no,HapMap2
TZU-CHIAO-HSI-WU_105,TZUCHIAOHSIWU105,Z.mays,Mixed,Other,Qiu et al. 2021,China,NA,NA,NA,NA,NA,0.10655,-0.0101671,0.0186975,-0.0243042,0.000817522,0.00301735,-0.00416977,-0.0151474,-0.026143,0.00414943,-0.012908,yes,WiDivCore
Tai184,TAI184,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.27128,0.0203771,-0.00368342,0.000791293,-0.0478219,-0.00277859,0.0128208,0.0187746,0.000434662,0.000909667,0.0014463,no,CN
Tangsipingtou,TANGSIPINGTOU,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02761,0.00169367,-0.00630082,-0.0227494,-0.0124623,-0.0149781,0.00300051,-0.0364205,-0.0639071,0.0138145,-0.0447751,no,CN
Teosinte,TEOSINTE,Z.parviglumis,Z.parviglumis,Z.parviglumis,Unterseer et al. 2014,Mexico,NA,WildRelative,NA,NA,Probably CIMMYTMA 29086,0.1936,-0.0103536,-0.0419116,0.0110729,-0.0117869,-0.0249869,-0.0144947,0.00339375,0.0108922,-0.0106823,0.00260262,no,ge
Tian4,TIAN4,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02434,0.00610219,-0.013591,-0.0210411,-0.0193126,-0.0194592,0.00453897,-0.035634,-0.0658501,0.014158,-0.0419034,no,CN
Tie7922,TIE7922,Z.mays,SS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.01648,0.0330946,-0.0244706,0.0172477,-0.0216237,0.00434196,0.0081544,0.0171677,-0.0038652,0.0029223,-0.000755598,no,CN
Tr,TR,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.02094,0.0220158,-0.00679769,0.00387956,-0.00818663,-0.00724561,0.00650987,-0.0150904,-0.00464128,0.0102882,0.0110393,yes,Nebraska
Tx303,TX303,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.0248,-0.00127225,-0.00536023,-0.035631,0.0238739,0.0145798,0.0152938,0.0132054,-0.00366404,0.00584552,0.0129708,yes,GB
Tx601,TX601,Z.mays,Tropical,Tropical,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02066,-0.0055216,-0.0119785,-0.0463728,0.0322036,0.0163289,0.0194971,0.0260205,-0.0143708,0.00828256,0.0116786,no,GB
Tzi10,TZI10,Z.mays,Tropical,Tropical,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.04342,-0.00710381,-0.0100754,-0.0423817,0.0268569,0.0164681,0.0167095,0.0241574,-0.0166429,0.00719079,0.00951648,no,GB
Tzi11,TZI11,Z.mays,Tropical,Tropical,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02445,-0.00463927,-0.0127425,-0.0403149,0.0302943,0.0170379,0.0177547,0.0254808,-0.0105174,0.00724858,0.0102672,no,GB
Tzi16,TZI16,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02473,0.00336546,-0.0115725,-0.0291889,0.0250585,0.0151076,0.0182227,0.0223024,-0.00467931,0.00517568,0.010402,no,GB
Tzi18,TZI18,Z.mays,Tropical,Tropical,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02173,-0.00490306,-0.0123873,-0.0457436,0.0309489,0.0180233,0.0195945,0.029688,-0.0170836,0.00748698,0.0078813,no,GB
Tzi25,TZI25,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02496,0.00911292,-0.0199718,-0.0247977,0.0215158,0.014612,0.0171501,0.0282337,-0.00334644,0.00439218,0.0112121,no,GB
Tzi8,TZI8,Z.mays,Tropical,Tropical,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02887,-0.000934131,-0.0180459,-0.0425286,0.0305468,0.016807,0.0205301,0.0307312,-0.0100223,0.00529769,0.00765595,no,GB
Tzi9,TZI9,Z.mays,Tropical,Tropical,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02241,-0.00920067,-0.00800158,-0.0417975,0.0312291,0.0157308,0.0183375,0.0296578,-0.0181515,0.00834674,0.0101251,no,GB
U267Y,U267Y,Z.mays,Mixed,Other,Bukowski et al. 2018,South Africa,NA,NA,NA,NA,NA,0.02351,0.00187393,-0.00901324,-0.031206,0.0216939,0.014855,0.0135087,0.0143966,0.00634609,0.00307118,0.0154523,yes,GB
UH-FF0721H,UHFF0721H,Z.mays,Landrace,Other,Brandenburg et al. 2017,Germany,Flint,Landrace,51.78,11.72,NA,0.0316,-0.0103757,-0.00177708,-0.0246725,0.00436268,0.00337442,-0.00305116,-0.0600125,0.117259,-0.0454251,-0.0215812,no,EU
UH006,UH006,Z.mays,NA,Europe,Unterseer et al. 2014,Germany,Flint,PublicBreeding,NA,NA,NA,0.02549,0.0135142,-0.0270666,-0.0073109,-0.0140699,-0.0179676,0.00286777,-0.0458586,0.0579149,-0.0250136,-0.021254,no,ge
UH007,UH007,Z.mays,NA,Europe,Unterseer et al. 2014,Germany,Flint,PublicBreeding,NA,NA,NA,0.02667,0.00813514,-0.0203768,-0.00885121,-0.0106788,-0.0143391,-0.000767516,-0.0496975,0.0683236,-0.0288921,-0.0203355,no,ge
UH009,UH009,Z.mays,NA,Europe,Unterseer et al. 2014,Germany,Flint,PublicBreeding,NA,NA,NA,0.06569,0.0115078,-0.023422,-0.010163,-0.01149,-0.0107557,0.00328225,-0.0319646,0.0560476,-0.0252519,-0.0170494,no,ge
UH250,UH250,Z.mays,SS,Europe,Unterseer et al. 2014,Germany,StiffStalk,PublicBreeding,NA,NA,NA,0.07676,0.0270307,-0.0204334,0.0092623,-0.00690979,-0.00165893,0.0027907,-0.013618,0.0139277,-0.0042058,-0.00693166,no,ge
UH304,UH304,Z.mays,SS,Europe,Unterseer et al. 2014,Germany,Iodent,PublicBreeding,NA,NA,NA,0.05199,0.0288393,-0.00825786,0.0224509,0.0258388,-0.0577631,0.0269319,0.000879375,0.0153924,-0.00785635,-0.0126938,no,ge
U_123,U123,Z.mays,Sweet corn,Other,This Study,Poland,NA,NA,NA,NA,NA,0.02415,0.00635483,-0.00292929,-0.00358081,-0.0184276,-0.0122731,-0.00562091,-0.0515785,0.0452907,-0.0151009,-0.0116713,yes,Nebraska
Va102,VA102,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.03044,-0.0124194,0.0381081,-0.02343,-0.00986722,0.0245528,0.0015019,0.0112504,0.00159554,-0.00242552,-0.00228432,yes,WiDivCore
Va14,VA14,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00983,0.0155799,-0.0132922,-0.0113965,0.0114581,0.00920362,0.0181007,0.0152808,0.0223309,0.00603071,0.0304299,yes,GB
Va17,VA17,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03173,-0.0021343,0.0380344,-0.0100861,-0.00114972,0.00957392,0.000402174,-0.00873189,-0.0093353,0.0129933,0.024221,yes,WiDivCore
Va22,VA22,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02055,0.00859444,-0.000885367,-0.0252962,0.00840687,0.0186521,0.0202855,0.0211934,0.0141606,0.0068618,0.025149,yes,GB
Va26,VA26,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03063,-0.000356782,0.0381154,-0.00191982,-0.0262891,0.0071822,-0.00561895,-0.0271535,-0.00146846,0.0425341,0.0954712,yes,WiDivCore
Va35,VA35,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.03035,-0.00587359,0.0355939,-0.0158489,-0.0236318,0.0122538,0.00207898,0.00462317,0.00109473,-0.00525488,-0.0100493,yes,WiDivCore
Va38,VA38,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02414,0.014381,-0.00435169,-0.00701112,-0.0231431,-0.00821508,0.00854423,-0.0127424,-0.00750182,0.00572629,-0.00334875,yes,Nebraska
Va52,VA52,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02179,0.0180384,0.00248684,-0.00102345,-0.0316878,-0.00958961,0.0122294,-0.00181431,0.00669227,0.000627128,0.00213678,yes,Nebraska
Va59,VA59,Z.mays,Popcorn,Other,Qiu et al. 2021,USA,Popcorn,NA,NA,NA,NA,0.02957,-0.00366172,0.0345421,-0.0144372,-0.0403874,0.0138798,0.00520023,0.0216984,-0.00268072,-0.00893469,-0.0206346,yes,WiDivCore
Va85,VA85,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02117,0.0100043,-0.00379045,-0.0174229,0.00774571,0.0138987,0.0143039,0.00579503,0.0293496,0.00689602,0.0352818,yes,GB
Va99,VA99,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02792,-4.92276e-05,0.0368997,0.00239931,0.00346934,0.0185089,-0.0180677,-0.0268242,0.00636115,0.0126427,0.0326767,yes,WiDivCore
VaW6,VAW6,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03052,-0.00425849,0.0284783,-0.00978698,-0.00441677,0.00696226,-0.00433794,-0.00652886,-0.0155713,0.0195117,0.0373384,yes,WiDivCore
Ven453,VEN453,Z.mays,Landrace,Other,Brandenburg et al. 2017,Venezuela,SouthAmerican,Landrace,9.02,-63.72,NA,0.02943,-0.0101394,-0.0143877,-0.0522485,0.0303484,0.0124554,0.0211258,0.0150062,-0.017314,0.00100671,-0.012708,no,EU
Ven568,VEN568,Z.mays,Landrace,Other,Brandenburg et al. 2017,Venezuela,SouthAmerican,Landrace,8.9,-64.22,NA,0.03059,-0.0129619,-0.0182265,-0.0538827,0.0288723,0.00904202,0.0178019,0.00786638,-0.0134582,-0.00491723,-0.0209376,no,EU
W117,W117,Z.mays,NSS,NSS,Unterseer et al. 2014,USA,NA,PublicBreeding,NA,NA,NA,0.0248,0.018185,-0.0153948,-0.00381682,-0.0130279,-0.0080975,0.00657701,-0.0168262,0.0200499,-0.00524121,-0.00291406,no,ge
W117HT,W117HT,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0302,-0.00598338,0.0283213,-0.0115715,-0.00276101,0.0129172,-0.00768041,-0.0161589,0.00924767,-0.00252577,0.00255563,yes,WiDivCore
W153R,W153R,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02992,-0.00545884,0.0354275,-0.0127077,0.00486773,0.0133893,-0.00342179,-0.0220081,0.000420021,0.0199408,0.0401773,yes,WiDivCore
W182B,W182B,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.02521,0.0112032,-0.00508276,-0.01487,0.0122636,0.0172823,0.00861884,-0.00472994,0.033563,0.00392011,0.0319676,yes,GB
W182BN,W182BN,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00604,0.0386089,-0.0372115,0.0120153,-0.00692291,-0.00241021,0.00865756,0.00598883,0.0212601,0.00428867,0.0267233,yes,HapMap3
W182E,W182E,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03018,-0.00474501,0.0369646,-0.00639684,0.00487931,0.0182323,-0.0139895,-0.0325688,0.00525041,0.0104797,0.0256302,yes,WiDivCore
W182Ngt,W182NGT,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02728,0.0128394,0.0022243,1.12412e-05,-0.0129849,-0.000100018,-0.00207597,-0.0338447,0.00912541,0.00672934,0.0114547,no,WiDivCore
W22,W22,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02853,0.000480207,0.0329688,-0.00418534,0.000595128,0.0179875,-0.0123527,-0.0349709,-0.00426868,0.018281,0.0358704,yes,WiDivCore
W23,W23,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02931,-0.00510803,0.0282531,-0.0125144,0.00212728,0.00986852,-0.00744857,-0.0280251,0.00434587,0.00712122,0.0128793,yes,WiDivCore
W24,W24,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03099,0.00185959,0.0315544,0.00157203,0.00720341,-0.000125748,-0.000690205,-0.0103496,0.00484179,-0.00172372,0.00178508,yes,WiDivCore
W32,W32,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03,-0.00540837,0.0364464,-0.00862099,0.00940898,0.0187687,-0.0108262,-0.0272065,-0.00124848,0.013255,0.0249208,yes,WiDivCore
W37A,W37A,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03008,-0.00109546,0.0218588,0.00731246,-0.00971704,0.000779981,-0.0156555,-0.0388521,0.00278846,0.0106873,0.0108935,yes,WiDivCore
W552,W552,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03106,-0.0151075,0.0546946,-0.0170121,0.00720031,0.0264067,-0.00388325,-0.00299422,-0.00390011,0.0218652,0.0490419,yes,WiDivCore
W601S,W601S,Z.mays,NSS,NSS,This Study,USA,NA,NA,NA,NA,NA,0.02112,0.0159912,0.000359739,-0.00579756,-0.0414438,-0.00254388,0.0133943,0.0253434,0.00520726,-0.00997785,-0.0162415,yes,Nebraska
W602S,W602S,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02882,-0.00301439,0.0334631,-0.00675593,-0.0276186,0.0119486,0.000995519,0.0229242,0.0106764,-0.0149286,-0.0130004,yes,WiDivCore
W603S,W603S,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03178,-0.00782943,0.0452049,-0.013289,-0.0448045,0.017257,0.00570688,0.0296022,0.0203119,-0.0097927,0.00605252,yes,WiDivCore
W604S,W604S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02778,0.0108494,0.0068113,-0.00507559,-0.044408,-0.00359952,0.0111855,0.0110943,0.00981038,-0.00924047,-0.0151689,yes,WiDivCore
W605S,W605S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03108,0.0178892,-0.0124808,-0.00745765,-0.0426501,-0.00990123,0.0228521,0.0136414,0.0163461,-0.00795534,-0.0144674,yes,WiDivCore
W606S,W606S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0291,0.00681245,0.0275374,0.010781,-0.0331169,-0.00915026,0.00613002,0.00417822,-0.0113088,0.0275313,0.0516108,no,WiDivCore
W607S,W607S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0298,0.00146213,0.0556051,0.0190352,0.0341462,-0.0474953,0.0230308,0.0196735,-0.00484514,0.00356668,0.00690872,no,WiDivCore
W610S,W610S,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.01798,0.0266558,-0.0157873,0.0268098,0.00821561,0.0250041,-0.0178304,0.00795224,-0.00572915,0.00479893,0.0189726,no,WiDivCore
W611S,W611S,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.24087,-0.00511094,0.053431,-0.0140736,-0.0746917,0.0166328,0.0143972,0.0772749,0.0253562,-0.041454,-0.0524557,no,WiDivCore
W612S,W612S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02904,-0.00739946,0.0362013,-0.0162947,-0.0317497,0.0226932,0.00435194,0.0367843,0.0190218,-0.016686,-0.0112963,no,WiDivCore
W613S,W613S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03125,-0.0068692,0.0388487,-0.0125984,-0.0330983,0.0174891,0.00297356,0.0288682,0.0204598,-0.0192626,-0.0173341,no,WiDivCore
W614S,W614S,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03045,-0.0114299,0.0399425,-0.0181977,-0.0213998,0.0254745,0.00134699,0.0266071,0.0226797,-0.0154133,-0.00596311,no,WiDivCore
W64A,W64A,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03011,0.00102075,0.0410565,-0.00320393,-0.00912042,0.0117602,0.00289678,0.0157205,0.00172421,0.00145543,0.0135543,yes,WiDivCore
W701BC,W701BC,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.04091,-0.00912999,0.0331262,-0.0137815,0.0057324,0.022476,-0.0132092,-0.0329102,0.0127988,0.00468003,0.0127402,no,WiDivCore
W703,W703,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02363,0.0126564,-0.00948459,-0.00201673,-0.0175541,-0.0111082,-0.00116269,-0.0347195,0.0258585,-0.00726034,-0.00525046,yes,Nebraska
W802G,W802G,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02095,0.0149945,-0.00934253,-0.00307367,-0.0218897,-0.00443691,0.00435832,-0.00320457,0.00336696,-0.00755598,-0.0181221,yes,Nebraska
